seller_id,seller_zip_code_prefix,seller_city,seller_state,total_gmv,avg_order_value,total_items,total_freight,avg_freight,unique_orders,unique_products,avg_review_score,review_count,review_score_std,total_reviews,bad_review_rate,avg_shipping_days,median_shipping_days,avg_delivery_days,median_delivery_days,delivery_success_rate,category_count,sku_count,first_order_date,last_order_date,total_orders,active_days,order_frequency,revenue_per_order,items_per_order,is_active
8cb7c5ddf41f4d506eba76e9a4702a25,75110,anapolis,GO,138.0,69.0,2,44.37,22.18,2,1,3.0,2,2.83,2,50.0,7.0,7.0,8.0,8.0,50.0,1,1,2018-02-07 22:52:02,2018-04-20 11:20:41,2,72,0.0278,69.0,1.0,1
a7a9b880c49781da66651ccf4ba9ac38,13530,itirapina,SP,307.6,76.9,4,65.47,16.37,3,4,3.75,4,0.5,4,0.0,0.25,0.5,7.75,6.0,100.0,1,4,2018-05-16 16:16:03,2018-07-06 11:54:40,4,51,0.0784,102.53333333333335,1.3333333333333333,1
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,4455.34,127.3,35,967.98,27.66,33,10,4.21,34,1.25,34,8.82,1.31,1.0,7.8,5.0,100.0,3,10,2017-01-18 10:55:55,2018-08-16 20:32:56,35,576,0.0608,135.01030303030302,1.0606060606060606,1
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,42.9,42.9,1,16.49,16.49,1,1,5.0,1,0.0,1,0.0,5.0,5.0,5.0,5.0,100.0,1,1,2018-08-02 12:05:38,2018-08-02 12:05:38,1,1,1.0,42.9,1.0,1
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,2244.28,448.86,5,372.02,74.4,5,3,4.8,5,0.45,5,0.0,1.4,1.0,19.4,7.0,100.0,2,3,2018-04-02 10:44:37,2018-07-26 14:16:04,5,116,0.0431,448.85600000000005,1.0,1
1444c08e64d55fb3c25f0f09c07ffcf2,42738,lauro de freitas,BA,2749.0,2749.0,1,69.74,69.74,1,1,1.0,1,0.0,1,100.0,3.0,3.0,6.0,6.0,100.0,1,1,2018-04-28 12:23:26,2018-04-28 12:23:26,1,1,1.0,2749.0,1.0,1
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,78.8,39.4,2,30.2,15.1,2,1,5.0,2,0.0,2,0.0,5.0,5.0,8.5,8.5,100.0,0,1,2017-07-25 01:53:48,2017-08-21 00:27:44,2,27,0.0741,39.4,1.0,1
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,2066.8,64.59,32,670.75,20.96,30,17,4.5,32,1.08,32,6.25,2.66,2.0,9.16,7.0,100.0,1,17,2017-08-20 19:32:32,2018-08-15 14:11:19,32,360,0.0889,68.89333333333335,1.0666666666666667,1
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,1320.7,88.05,15,454.24,30.28,14,9,3.62,16,1.09,16,12.5,2.0,1.0,10.0,8.0,100.0,2,9,2017-10-06 16:05:51,2018-05-18 00:35:08,15,224,0.067,94.33571428571429,1.0714285714285714,1
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,519.2,57.69,9,118.93,13.21,9,9,4.78,9,0.67,9,0.0,0.78,1.0,4.44,1.0,100.0,5,9,2018-07-05 06:46:44,2018-08-26 20:08:21,9,53,0.1698,57.6888888888889,1.0,1
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,684.0,228.0,3,56.5,18.83,3,1,3.67,3,0.58,3,0.0,2.0,2.0,2.67,1.0,100.0,1,1,2017-10-12 19:42:09,2018-01-24 11:06:18,3,104,0.0288,228.0,1.0,1
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,1254.2,156.78,8,155.19,19.4,8,6,3.12,8,1.89,8,37.5,11.0,8.0,12.71,11.0,87.5,1,6,2017-03-14 13:06:10,2017-11-23 12:17:53,8,254,0.0315,156.775,1.0,1
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,5087.57,188.43,27,844.94,31.29,26,16,4.59,27,1.01,27,7.41,6.85,6.0,4.73,4.0,96.3,2,16,2016-10-08 10:55:44,2018-08-16 11:34:12,27,678,0.0398,195.67576923076922,1.0384615384615385,1
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,4476.9,46.63,96,1389.13,14.47,89,45,4.54,96,0.82,96,3.12,1.09,1.0,6.78,4.0,97.92,14,45,2018-02-16 17:17:41,2018-08-25 14:09:50,96,190,0.5053,50.30224719101123,1.0786516853932584,1
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,596.55,45.89,13,248.79,19.14,7,7,1.93,14,1.59,14,71.43,13.25,3.0,8.83,12.0,92.31,1,7,2017-05-29 19:02:29,2018-01-06 23:02:42,13,223,0.0583,85.22142857142856,1.8571428571428572,1
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,2843.0,51.69,55,788.4,14.33,52,34,3.0,54,1.75,54,40.74,4.51,3.0,21.55,7.0,92.73,12,34,2017-01-14 01:16:14,2018-08-02 15:57:13,55,566,0.0972,54.67307692307692,1.0576923076923077,1
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,29.9,29.9,1,38.14,38.14,1,1,2.0,1,0.0,1,100.0,0.0,0.0,0.0,0.0,0.0,1,1,2018-03-28 15:49:07,2018-03-28 15:49:07,1,1,1.0,29.9,1.0,1
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,2004.89,27.46,73,943.44,12.92,61,27,4.6,73,0.94,73,4.11,1.26,1.0,6.52,5.0,100.0,5,27,2017-11-09 12:05:32,2018-08-21 21:49:19,73,286,0.2552,32.86704918032787,1.1967213114754098,1
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,3118.4,148.5,21,586.23,27.92,20,14,4.0,20,1.62,20,20.0,3.67,3.0,9.6,7.0,95.24,9,14,2018-01-09 23:49:14,2018-08-06 10:23:00,21,209,0.1005,155.92000000000002,1.05,1
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,3648.08,77.62,47,948.26,20.18,45,19,4.33,46,1.17,46,8.7,1.79,1.0,10.91,9.0,97.87,2,19,2017-10-30 16:01:24,2018-08-23 00:07:26,47,297,0.1582,81.06844444444444,1.0444444444444445,1
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,1304.67,217.45,6,189.36,31.56,6,6,3.5,6,1.97,6,33.33,3.5,3.5,7.75,7.0,66.67,2,6,2017-05-21 11:56:58,2017-11-14 16:47:06,6,178,0.0337,217.44500000000002,1.0,1
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,60.05,15.01,4,29.56,7.39,4,4,3.5,4,1.91,4,25.0,1.25,1.0,2.33,2.0,75.0,1,4,2018-06-05 19:53:27,2018-07-08 19:59:16,4,34,0.1176,15.0125,1.0,1
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,75.0,18.75,4,63.78,15.94,2,3,5.0,4,0.0,4,0.0,3.0,3.0,6.5,6.5,100.0,1,3,2018-02-02 00:54:15,2018-03-02 10:30:09,4,29,0.1379,37.5,2.0,1
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,1425.2,24.16,59,732.14,12.41,54,35,4.56,59,1.02,59,6.78,0.88,1.0,5.69,3.0,98.31,5,35,2018-02-22 15:13:31,2018-08-28 09:18:17,59,187,0.3155,26.392592592592592,1.0925925925925926,1
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,871.8,72.65,12,249.22,20.77,10,2,4.42,12,1.24,12,8.33,0.83,0.0,5.5,4.0,100.0,2,2,2017-08-22 20:06:39,2018-08-06 01:16:56,12,349,0.0344,87.17999999999999,1.2,1
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,13602.73,172.19,79,2440.78,30.9,78,5,4.09,78,1.06,78,7.69,2.68,2.0,10.9,9.0,97.47,1,5,2017-01-27 18:00:27,2018-06-02 11:14:30,79,491,0.1609,174.39397435897436,1.0128205128205128,1
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,896.0,224.0,4,49.43,12.36,3,2,3.75,4,1.89,4,25.0,1.67,1.0,3.0,1.0,75.0,1,2,2018-07-28 23:32:46,2018-08-18 22:35:15,4,21,0.1905,298.6666666666667,1.3333333333333333,1
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,161.0,161.0,1,40.34,40.34,1,1,5.0,1,0.0,1,0.0,3.0,3.0,9.0,9.0,100.0,1,1,2018-07-22 11:50:22,2018-07-22 11:50:22,1,1,1.0,161.0,1.0,1
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,125.2,15.65,8,66.04,8.26,4,2,1.38,8,0.52,8,100.0,11.5,11.5,1.5,1.5,75.0,2,2,2018-02-02 14:26:45,2018-08-15 14:02:53,8,194,0.0412,31.3,2.0,1
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,1650.98,63.5,26,387.61,14.91,25,6,4.5,26,1.14,26,7.69,1.69,1.0,8.27,6.5,100.0,4,6,2017-08-05 18:56:35,2018-06-05 01:26:41,26,304,0.0855,66.0392,1.04,1
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,1718.3,85.92,20,383.52,19.18,20,6,4.1,20,1.48,20,15.0,1.45,1.0,11.35,9.5,100.0,2,6,2017-07-07 13:26:33,2018-08-12 20:53:01,20,402,0.0498,85.91499999999999,1.0,1
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,475.6,33.97,14,237.93,17.0,14,2,4.43,14,1.16,14,7.14,1.71,2.0,12.15,13.0,92.86,2,2,2017-08-08 21:31:55,2018-05-18 10:33:52,14,283,0.0495,33.971428571428575,1.0,1
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,321.8,160.9,2,32.98,16.49,2,1,5.0,2,0.0,2,0.0,0.0,0.0,6.0,6.0,100.0,1,1,2017-10-11 10:15:04,2017-10-13 14:29:05,2,3,0.6667,160.9,1.0,1
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,4164.4,416.44,10,915.5,91.55,7,6,4.9,10,0.32,10,0.0,0.4,0.0,3.8,5.0,100.0,1,6,2018-06-13 11:43:43,2018-08-20 14:44:08,10,69,0.1449,594.9142857142857,1.4285714285714286,1
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,249.4,41.57,6,87.35,14.56,6,5,3.6,5,1.52,5,20.0,2.17,2.0,9.83,9.0,100.0,0,5,2017-11-10 13:49:38,2017-12-13 17:14:37,6,34,0.1765,41.56666666666667,1.0,1
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,175.98,87.99,2,36.59,18.3,2,1,5.0,2,0.0,2,0.0,1.0,1.0,8.5,8.5,100.0,1,1,2017-01-23 07:23:50,2017-02-06 14:54:29,2,15,0.1333,87.99,1.0,1
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,22873.21,209.85,109,2078.06,19.06,99,54,3.07,109,1.74,109,40.37,10.7,8.0,9.63,8.0,93.58,12,54,2017-03-13 23:13:57,2018-07-05 17:01:31,109,479,0.2276,231.04252525252525,1.101010101010101,1
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,29.9,29.9,1,17.14,17.14,1,1,5.0,1,0.0,1,0.0,2.0,2.0,8.0,8.0,100.0,1,1,2018-08-13 15:55:29,2018-08-13 15:55:29,1,1,1.0,29.9,1.0,1
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,2571.95,197.84,13,302.27,23.25,12,9,4.23,13,1.3,13,15.38,7.62,7.0,9.23,7.0,100.0,7,9,2017-10-05 23:06:13,2018-07-12 09:28:43,13,280,0.0464,214.32916666666665,1.0833333333333333,1
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,627.0,209.0,3,166.34,55.45,3,1,3.67,3,2.31,3,33.33,3.67,4.0,28.0,15.0,100.0,1,1,2017-11-28 14:16:21,2017-12-27 17:50:31,3,30,0.1,209.0,1.0,1
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,456.0,228.0,2,28.34,14.17,2,1,4.5,2,0.71,2,0.0,2.5,2.5,2.5,2.5,100.0,1,1,2018-04-23 17:07:27,2018-08-23 19:02:12,2,123,0.0163,228.0,1.0,1
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,11900.9,330.58,36,754.75,20.97,29,7,3.24,33,1.79,33,39.39,10.6,11.0,8.37,7.5,83.33,5,7,2017-10-15 20:06:58,2018-05-19 19:12:08,36,216,0.1667,410.3758620689655,1.2413793103448276,1
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,2989.3,40.95,73,874.21,11.98,61,29,4.04,74,1.45,74,17.57,2.74,2.0,6.96,5.0,100.0,1,29,2017-07-11 23:14:57,2018-07-28 10:25:00,73,382,0.1911,49.00491803278689,1.1967213114754098,1
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,4642.59,105.51,44,914.65,20.79,43,8,3.66,44,1.61,44,25.0,1.7,1.0,14.16,12.0,100.0,2,8,2017-11-27 20:25:14,2018-08-12 18:43:51,44,258,0.1705,107.96720930232559,1.0232558139534884,1
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,423.6,84.72,5,68.31,13.66,5,2,5.0,5,0.0,5,0.0,2.2,3.0,7.2,4.0,100.0,1,2,2018-04-03 16:31:37,2018-06-14 20:24:49,5,73,0.0685,84.72,1.0,1
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,346.6,23.11,15,208.89,13.93,14,10,3.47,15,1.77,15,33.33,5.23,3.0,8.15,7.0,86.67,2,10,2016-10-06 13:39:20,2017-06-25 17:54:26,15,263,0.057,24.75714285714286,1.0714285714285714,1
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,257.25,51.45,5,194.13,38.83,5,1,4.4,5,0.89,5,0.0,1.2,1.0,6.6,6.0,100.0,1,1,2018-05-06 20:37:58,2018-08-01 19:42:37,5,87,0.0575,51.45,1.0,1
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,745.0,53.21,14,226.01,16.14,14,7,4.0,13,1.29,13,15.38,3.07,2.0,10.36,10.5,100.0,1,7,2017-06-07 16:38:50,2018-08-06 14:31:24,14,425,0.0329,53.214285714285715,1.0,1
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,376.8,188.4,2,37.99,18.99,2,2,1.0,2,0.0,2,100.0,29.0,29.0,5.0,5.0,50.0,2,2,2016-10-04 14:51:15,2016-10-06 16:17:56,2,3,0.6667,188.4,1.0,1
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,498.61,55.4,9,154.68,17.19,8,7,4.44,9,1.33,9,11.11,1.44,1.0,9.22,7.0,100.0,1,7,2018-01-03 20:20:26,2018-08-02 12:06:05,9,211,0.0427,62.32625,1.125,1
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,351.8,175.9,2,70.45,35.22,2,1,2.5,2,2.12,2,50.0,3.0,3.0,17.0,17.0,50.0,1,1,2017-02-10 21:37:36,2017-02-12 00:02:36,2,2,1.0,175.9,1.0,1
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,5264.19,219.34,24,478.21,19.93,21,17,4.54,24,0.98,24,8.33,3.54,3.0,6.33,5.5,100.0,3,17,2017-06-18 18:04:34,2018-08-21 20:13:02,24,430,0.0558,250.67571428571426,1.1428571428571428,1
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,1971.55,43.81,45,857.11,19.05,42,13,4.16,45,1.11,45,8.89,1.09,1.0,7.36,5.0,100.0,1,13,2018-02-27 15:10:06,2018-08-26 19:04:05,45,181,0.2486,46.94166666666666,1.0714285714285714,1
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,3013.78,136.99,22,406.67,18.48,22,4,3.77,22,1.41,22,18.18,1.36,1.5,4.5,3.5,100.0,2,4,2018-07-02 19:54:04,2018-08-22 21:06:11,22,52,0.4231,136.99,1.0,1
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,3353.48,74.52,45,798.04,17.73,44,15,3.64,45,1.57,45,24.44,2.82,3.0,10.14,10.0,95.56,3,15,2017-08-31 13:43:07,2018-08-11 14:31:30,45,346,0.1301,76.21545454545455,1.0227272727272727,1
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,159.6,39.9,4,60.96,15.24,3,4,4.5,4,1.0,4,0.0,1.75,1.5,6.75,6.0,100.0,2,4,2017-02-14 13:18:53,2017-04-20 14:30:07,4,66,0.0606,53.199999999999996,1.3333333333333333,1
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,4449.0,114.08,39,632.31,16.21,34,13,4.13,39,1.38,39,15.38,0.92,1.0,5.85,5.0,100.0,2,13,2017-08-18 16:54:56,2018-08-23 12:56:27,39,370,0.1054,130.85294117647058,1.1470588235294117,1
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,25670.72,141.83,181,2999.8,16.57,162,113,4.16,181,1.42,181,15.47,2.86,2.0,8.73,7.0,97.24,2,113,2017-01-26 16:48:24,2018-08-21 21:43:35,181,573,0.3159,158.46123456790124,1.117283950617284,1
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,176431.87,518.92,340,6322.18,18.59,336,186,4.21,339,1.29,339,12.09,2.39,1.0,7.99,6.0,94.71,8,186,2016-10-08 01:28:14,2018-07-13 21:30:54,340,644,0.528,525.0948511904762,1.0119047619047619,1
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,35.0,35.0,1,10.96,10.96,1,1,1.0,1,0.0,1,100.0,0.0,0.0,0.0,0.0,0.0,1,1,2016-10-08 12:13:38,2016-10-08 12:13:38,1,1,1.0,35.0,1.0,1
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,289.8,144.9,2,37.3,18.65,2,2,5.0,2,0.0,2,0.0,0.5,0.5,6.5,6.5,100.0,1,2,2018-08-08 18:22:24,2018-08-20 09:32:27,2,12,0.1667,144.9,1.0,1
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,9771.43,28.74,340,5197.0,15.29,324,116,3.9,337,1.4,337,17.8,3.02,2.0,9.36,7.0,97.65,4,116,2017-01-23 07:03:04,2018-08-21 13:16:24,340,576,0.5903,30.158734567901234,1.0493827160493827,1
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,1011.52,252.88,4,74.31,18.58,4,1,4.5,4,0.58,4,0.0,0.25,0.0,8.25,7.5,100.0,1,1,2018-07-22 23:58:52,2018-08-02 22:48:54,4,11,0.3636,252.88,1.0,1
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,34725.43,96.19,361,6855.65,18.99,338,88,4.42,361,1.06,361,7.2,0.99,1.0,9.37,7.5,99.17,13,88,2017-03-09 11:09:46,2018-08-21 14:20:40,361,531,0.6798,102.73795857988166,1.0680473372781065,1
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,1256.0,139.56,9,140.94,15.66,8,4,4.78,9,0.44,9,0.0,2.11,1.0,6.22,5.0,100.0,4,4,2018-02-17 02:10:19,2018-08-17 13:48:52,9,182,0.0495,157.0,1.125,1
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,84.0,42.0,2,21.64,10.82,2,1,4.5,2,0.71,2,0.0,2.0,2.0,2.5,2.5,100.0,1,1,2018-06-10 22:28:53,2018-08-17 17:59:38,2,68,0.0294,42.0,1.0,1
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,4752.51,36.28,131,2239.71,17.1,103,38,3.29,133,1.7,133,35.34,2.35,2.0,12.03,8.0,98.47,3,38,2018-01-12 18:17:53,2018-08-20 17:06:38,131,220,0.5955,46.14087378640777,1.2718446601941749,1
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,7094.09,48.92,145,2071.21,14.28,134,76,4.22,144,1.16,144,11.11,1.7,1.0,5.83,4.5,99.31,8,76,2017-01-19 13:06:45,2018-08-27 16:57:10,145,586,0.2474,52.94097014925373,1.0820895522388059,1
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,1692.0,564.0,3,505.6,168.53,2,1,3.67,3,0.58,3,0.0,1.33,1.0,9.0,7.0,100.0,1,1,2017-10-28 16:27:50,2017-10-28 20:52:15,3,1,3.0,846.0,1.5,1
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,152.42,152.42,1,48.12,48.12,1,1,5.0,1,0.0,1,0.0,0.0,0.0,8.0,8.0,100.0,1,1,2018-06-24 21:10:34,2018-06-24 21:10:34,1,1,1.0,152.42,1.0,1
3296662b1331dea51e744505065ae889,15805,catanduva,SP,517.8,517.8,1,27.71,27.71,1,1,5.0,1,0.0,1,0.0,1.0,1.0,2.0,2.0,100.0,1,1,2018-08-27 12:41:49,2018-08-27 12:41:49,1,1,1.0,517.8,1.0,1
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,1804.01,60.13,30,378.71,12.62,21,13,4.26,27,1.26,27,11.11,1.23,1.0,6.23,3.0,100.0,4,13,2018-04-09 18:48:29,2018-08-22 01:27:49,30,135,0.2222,85.90523809523809,1.4285714285714286,1
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,11702.1,688.36,17,326.69,19.22,17,7,4.29,17,1.36,17,11.76,2.29,3.0,8.82,8.0,100.0,2,7,2017-09-02 21:01:18,2018-06-22 22:17:39,17,294,0.0578,688.3588235294118,1.0,1
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,9177.9,103.12,89,2875.98,32.31,82,31,4.14,90,1.44,90,18.89,1.7,1.0,9.48,8.0,98.88,4,31,2017-02-04 20:09:10,2018-07-12 16:53:30,89,523,0.1702,111.92560975609756,1.0853658536585367,1
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,2148.49,51.15,42,846.93,20.16,40,20,3.95,42,1.51,42,21.43,4.07,2.0,8.55,7.0,100.0,2,20,2016-10-06 14:59:56,2018-08-08 09:00:50,42,671,0.0626,53.71225,1.05,1
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,19242.9,320.72,60,910.14,15.17,60,30,4.2,60,1.27,60,11.67,1.32,1.0,7.65,6.0,95.0,2,30,2017-12-03 19:47:05,2018-08-13 22:51:49,60,254,0.2362,320.71500000000003,1.0,1
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,13248.87,71.23,186,3372.59,18.13,162,16,4.1,187,1.37,187,14.97,1.53,1.0,9.46,8.0,99.46,3,16,2017-01-20 14:30:03,2018-08-08 12:55:10,186,565,0.3292,81.78314814814816,1.1481481481481481,1
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,2470.9,164.73,15,229.02,15.27,13,4,4.67,15,0.62,15,0.0,1.53,1.0,5.73,5.0,100.0,1,4,2017-09-22 11:58:32,2018-08-27 23:12:55,15,340,0.0441,190.06923076923078,1.1538461538461537,1
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,119.9,119.9,1,13.94,13.94,1,1,5.0,1,0.0,1,0.0,0.0,0.0,1.0,1.0,100.0,1,1,2018-07-05 16:36:38,2018-07-05 16:36:38,1,1,1.0,119.9,1.0,1
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,17159.0,343.18,50,999.23,19.98,50,37,3.92,49,1.46,49,18.37,1.49,1.0,11.96,8.0,98.0,2,37,2017-08-31 17:25:03,2018-08-05 14:52:28,50,339,0.1475,343.18,1.0,1
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,2943.51,294.35,10,239.92,23.99,10,8,3.9,10,1.6,10,20.0,1.5,1.5,9.33,6.0,90.0,3,8,2018-05-29 21:30:08,2018-08-15 23:20:59,10,79,0.1266,294.351,1.0,1
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,99.9,99.9,1,16.14,16.14,1,1,5.0,1,0.0,1,0.0,3.0,3.0,19.0,19.0,100.0,1,1,2017-07-23 10:07:01,2017-07-23 10:07:01,1,1,1.0,99.9,1.0,1
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,189.9,189.9,1,14.91,14.91,1,1,5.0,1,0.0,1,0.0,0.0,0.0,6.0,6.0,100.0,1,1,2018-07-19 14:00:02,2018-07-19 14:00:02,1,1,1.0,189.9,1.0,1
